StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,ExternalReference,DistributionChannel,UserLanguage,Q29,Q31,Q31,Q4,Q20,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q8_15,Q8_16,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q18,Q20,ID,FL_8_DO
3/18/2021 16:42,3/18/2021 16:45,IP Address,100,188,TRUE,3/18/2021 16:45,R_3fZAyTWjmkNsSDE,6191,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/18/2021,North America,Likely,Likely,Unsure,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Yes,Female,White,"$90,000 to $149,999",Lean Conservative,Slightly Too High,Moderately knowledgeable,A Few Times a Month,Once a Month,6191,Treatment2
3/18/2021 20:56,3/18/2021 20:59,IP Address,100,210,TRUE,3/18/2021 20:59,R_Ubdx40QylVgEDF7,6373,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/17/2021,North America,Neither Unlikely Nor Likely,Likely,Strongly Disagree,Agree,Agree,Unsure,Strongly agree,Strongly agree,Agree,Agree,Strongly Disagree,Strongly agree,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Strongly agree,Yes,Female,White,"$20,000 to $39,999",Lean Conservative,Just About Right,Moderately knowledgeable,A Few Times a Month,A Few Times a Month,6373,Treatment1
3/19/2021 1:18,3/19/2021 1:22,IP Address,100,258,TRUE,3/19/2021 1:22,R_3CWuBq3HVkFv5pN,3360,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/19/2021,North America,Likely,Likely,Unsure,Disagree,Strongly agree,Unsure,Agree,Strongly agree,Strongly agree,Agree,Unsure,Agree,Strongly Disagree,Agree,Disagree,Unsure,Agree,Agree,Yes,Male,Black or African-American,"$40,000 to $59,999",Lean LIberal,Slightly Too Liow,Slightly knowledgeable,Once a Month,Once a Month,3360,Treatment2
3/19/2021 12:48,3/19/2021 12:56,IP Address,100,502,TRUE,3/19/2021 12:56,R_21tsTjrmwOPTcK2,6063,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/19/2021,North America,Likely,Neither Unlikely Nor Likely,Disagree,Agree,Disagree,Unsure,Agree,Unsure,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Disagree,Yes,Male,White,"$150,000 or above",Conservative,Too High,Moderately knowledgeable,A Few Times a Month,Never or Rarely,6063,Treatment2
3/19/2021 16:46,3/19/2021 16:51,IP Address,100,307,TRUE,3/19/2021 16:51,R_3iJse7WXDAdD4QH,6314,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/19/2021,Asia,Very Likely,Likely,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Agree,No,Male,Asian,"$90,000 to $149,999",Liberal,Slightly Too High,Very knowledgeable,A Few Times a Month,Once a Month,6314,Treatment1
3/19/2021 18:50,3/19/2021 18:55,IP Address,100,292,TRUE,3/19/2021 18:55,R_1oBarpN523jKe1j,5824,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/19/2021,North America,Very Likely,Very Likely,Strongly Disagree,Strongly Disagree,Strongly agree,Disagree,Agree,Unsure,Strongly agree,Agree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Disagree,Strongly agree,Yes,Female,Latino or Hispanic,"$40,000 to $59,999",Very Liberal,Slightly Too Liow,Slightly knowledgeable,A Few Times a Month,A Few Times a Month,5824,Treatment2
3/19/2021 21:09,3/19/2021 21:12,IP Address,100,177,TRUE,3/19/2021 21:12,R_2V9MtEqVX1mlS86,5673,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/19/2021,North America,Very Likely,Likely,Agree,Unsure,Agree,Unsure,Strongly agree,Unsure,Agree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Unsure,Strongly agree,Yes,Female,White,"$60,000 to $89,999",Liberal,Just About Right,Very knowledgeable,A Few Times a Month,A Few Times a Month,5673,Treatment1
3/20/2021 1:07,3/20/2021 1:15,IP Address,100,515,TRUE,3/20/2021 1:15,R_AtgGSMrIaMJuob7,6176,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/20/2021,North America,Very Likely,Very Likely,Unsure,Disagree,Strongly agree,Disagree,Strongly agree,Disagree,Agree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Agree,Disagree,Agree,Strongly Disagree,Strongly agree,Yes,Male,White,"$90,000 to $149,999",Lean LIberal,Slightly Too High,Very knowledgeable,A Few Times a Week,A Few Times a Week,6176,Treatment1
3/20/2021 13:06,3/20/2021 13:10,IP Address,100,257,TRUE,3/20/2021 13:10,R_1I64Yad6QqzJhWO,6135,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/20/2021,North America,Likely,Likely,Unsure,Disagree,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Disagree,Unsure,Strongly Disagree,Disagree,Strongly Disagree,Agree,Unsure,Strongly agree,Yes,Female,Asian,"$150,000 or above",Liberal,Slightly Too High,Moderately knowledgeable,Once a Month,Once a Month,6135,Treatment2
3/20/2021 14:19,3/20/2021 14:23,IP Address,100,236,TRUE,3/20/2021 14:23,R_8qcBmAhBZqcxGiR,5890,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/20/2021,North America,Unlikely,Neither Unlikely Nor Likely,Disagree,Strongly agree,Disagree,Agree,Disagree,Agree,Unsure,Agree,Agree,Agree,Agree,Unsure,Strongly agree,Disagree,Agree,Disagree,Yes,Male,White,"$90,000 to $149,999",Conservative,Far Too High,Moderately knowledgeable,A Few Times a Month,Once a Month,5890,Treatment2
3/20/2021 17:01,3/20/2021 17:04,IP Address,100,172,TRUE,3/20/2021 17:04,R_22t4Uv0jY9ZTgCd,5046,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/20/2021,North America,Very Likely,Very Likely,Unsure,Unsure,Unsure,Unsure,Strongly agree,Unsure,Agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Unsure,Unsure,Disagree,Strongly agree,Yes,Female,"White,Other","$150,000 or above",Lean LIberal,Too High,Moderately knowledgeable,A Few Times a Month,A Few Times a Month,5046,Treatment1
3/20/2021 22:10,3/20/2021 22:11,IP Address,100,53,TRUE,3/20/2021 22:11,R_DUWNzKarT6hPEo9,5571,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/20/2021,North America,Neither Unlikely Nor Likely,Neither Unlikely Nor Likely,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Yes,Male,Asian,"$60,000 to $89,999",Centrist/Moderate,Just About Right,Moderately knowledgeable,A Few Times a Month,Once a Week,5571,Treatment1
3/21/2021 0:39,3/21/2021 0:43,IP Address,100,220,TRUE,3/21/2021 0:43,R_10SImq2GFo48i9P,5657,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/21/2021,North America,Likely,Likely,Unsure,Agree,Agree,Agree,Unsure,Agree,Disagree,Agree,Agree,Unsure,Disagree,Unsure,Agree,Agree,Agree,Agree,Yes,Female,White,"$90,000 to $149,999",Lean LIberal,Slightly Too High,Slightly knowledgeable,Never or Rarely,Once a Month,5657,Treatment2
3/21/2021 10:56,3/21/2021 11:02,IP Address,100,377,TRUE,3/21/2021 11:02,R_1mrBTkYurQK3bRg,6173,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/21/2021,Asia,Likely,Likely,Agree,Agree,Unsure,Unsure,Unsure,Agree,Strongly Disagree,Agree,Disagree,Strongly agree,Unsure,Agree,Agree,Agree,Agree,Unsure,No,Male,Asian,"$90,000 to $149,999",Liberal,Too High,Moderately knowledgeable,A Few Times a Month,A Few Times a Month,6173,Treatment1
3/21/2021 11:00,3/21/2021 11:03,IP Address,100,172,TRUE,3/21/2021 11:03,R_vq5nG0uVA9fnxXb,5386,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/21/2021,North America,Very Likely,Likely,Unsure,Agree,Agree,Unsure,Agree,Unsure,Disagree,Agree,Unsure,Agree,Strongly Disagree,Disagree,Agree,Agree,Agree,Agree,Yes,Male,White,"$150,000 or above",Liberal,Slightly Too Liow,Moderately knowledgeable,A Few Times a Month,Once a Month,5386,Treatment2
3/21/2021 12:08,3/21/2021 12:13,IP Address,100,284,TRUE,3/21/2021 12:13,R_RIS0AVUpOgiNBpT,4427,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/21/2021,North America,Neither Unlikely Nor Likely,Neither Unlikely Nor Likely,Agree,Strongly Disagree,Agree,Unsure,Agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly Disagree,Strongly agree,Unsure,Agree,Agree,Strongly agree,Yes,Female,White,"$60,000 to $89,999",Very Liberal,Far Too Low,Slightly knowledgeable,Once a Month,A Few Times a Month,4427,Treatment2
3/21/2021 12:53,3/21/2021 12:56,IP Address,100,174,TRUE,3/21/2021 12:56,R_WifjzKWc7Mldzdn,6172,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/21/2021,North America,Very Likely,Very Likely,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Strongly agree,Strongly Disagree,Agree,Disagree,Agree,Disagree,Strongly agree,Yes,Male,Other,"$90,000 to $149,999",Lean LIberal,Slightly Too High,Moderately knowledgeable,Once a Month,Never or Rarely,6172,Treatment1
3/21/2021 14:53,3/21/2021 14:56,IP Address,100,201,TRUE,3/21/2021 14:56,R_qO9IVFfyhmmsqgF,6183,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/21/2021,North America,Very Likely,Very Likely,Agree,Disagree,Strongly agree,Unsure,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree,Strongly agree,Yes,Male,"Latino or Hispanic,White","$90,000 to $149,999",Very Liberal,Slightly Too Liow,Moderately knowledgeable,Once a Week,Never or Rarely,6183,Treatment1
3/21/2021 15:03,3/21/2021 15:06,IP Address,100,202,TRUE,3/21/2021 15:06,R_1lyrhhSihmQW43e,5685,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",,North America,Very Likely,Very Likely,Strongly agree,Disagree,Strongly agree,Unsure,Strongly agree,Strongly Disagree,Strongly agree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly agree,Yes,Male,White,"Less than $20,000",Very Liberal,Too Low,Slightly knowledgeable,A Few Times a Month,Never or Rarely,5685,Treatment2
3/21/2021 15:28,3/21/2021 15:34,IP Address,100,326,TRUE,3/21/2021 15:34,R_3Lce2edsgoxObuG,6091,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/21/2021,North America,Very Likely,Very Likely,Unsure,Strongly Disagree,Agree,Unsure,Strongly agree,Unsure,Strongly agree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Unsure,Disagree,Agree,Unsure,Strongly agree,Yes,Male,Latino or Hispanic,"Less than $20,000",Very Liberal,Far Too Low,Very knowledgeable,A Few Times a Week,A Few Times a Week,6091,Treatment1
3/21/2021 15:47,3/21/2021 15:50,IP Address,100,167,TRUE,3/21/2021 15:50,R_qzqzWbgWI5h3KyB,5307,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/21/2021,North America,Likely,Likely,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Yes,Male,White,"$60,000 to $89,999",Conservative,Too High,Moderately knowledgeable,A Few Times a Month,A Few Times a Month,5307,Treatment2
3/21/2021 16:01,3/21/2021 16:08,IP Address,100,434,TRUE,3/21/2021 16:08,R_VUzyXuXYJ9grWlH,6150,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/21/2021,North America,Very Likely,Very Likely,Strongly agree,Disagree,Strongly agree,Strongly Disagree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Agree,Strongly Disagree,Disagree,Unsure,Agree,Disagree,Strongly agree,Yes,Female,White,"$150,000 or above",Liberal,Too High,Extremely knowledgeable,A Few Times a Week,A Few Times a Week,6150,Treatment1
3/21/2021 18:14,3/21/2021 18:18,IP Address,100,183,TRUE,3/21/2021 18:18,R_3Pz8wsbRNQTwHEm,6042,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/21/2021,North America,Likely,Likely,Strongly agree,Unsure,Agree,Agree,Strongly agree,Agree,Agree,Agree,Unsure,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Unsure,Strongly agree,Yes,Female,White,"$40,000 to $59,999",Very Liberal,Slightly Too Liow,Very knowledgeable,Once a Week,A Few Times a Month,6042,Treatment2
3/21/2021 18:32,3/21/2021 18:38,IP Address,100,342,TRUE,3/21/2021 18:38,R_eWJCLZoeZIkPf7r,5267,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/21/2021,North America,Likely,Likely,Agree,Agree,Strongly agree,Unsure,Agree,Agree,Agree,Agree,Disagree,Unsure,Disagree,Agree,Disagree,Agree,Unsure,Strongly agree,No,Female,Asian,"$150,000 or above",Lean Conservative,Slightly Too Liow,Slightly knowledgeable,Once a Week,Daily,5267,Treatment2
3/21/2021 19:57,3/21/2021 20:01,IP Address,100,231,TRUE,3/21/2021 20:01,R_3NP5heokNSDgafy,6284,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/21/2021,North America,Likely,Likely,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Yes,Male,Asian,"$60,000 to $89,999",Liberal,Slightly Too Liow,Moderately knowledgeable,A Few Times a Month,Never or Rarely,6284,Treatment1
3/21/2021 21:20,3/21/2021 21:23,IP Address,100,141,TRUE,3/21/2021 21:23,R_3dMlPqw9DEKCrHX,6113,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/21/2021,North America,Very Likely,Very Likely,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly Disagree,Strongly agree,Strongly Disagree,Agree,Disagree,Strongly agree,Disagree,Strongly agree,Yes,Female,White,"$150,000 or above",Very Liberal,Too Low,Very knowledgeable,A Few Times a Week,Once a Week,6113,Treatment1
3/22/2021 0:16,3/22/2021 0:19,IP Address,100,187,TRUE,3/22/2021 0:19,R_p3rFhZW6hlT5KQV,6106,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/22/2021,North America,Very Likely,Very Likely,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly agree,Yes,Male,White,"$150,000 or above",Very Liberal,Too High,Moderately knowledgeable,A Few Times a Month,A Few Times a Month,6106,Treatment2
3/15/2021 9:30,3/15/2021 9:38,IP Address,95,460,FALSE,3/22/2021 9:38,R_2YJ9BE4iZ8ag6ad,6348,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/15/2021,North America,Very Likely,Likely,Agree,Unsure,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Unsure,Disagree,Agree,Unsure,Strongly agree,Yes,Female,Black or African-American,"$60,000 to $89,999",Liberal,Slightly Too Liow,Moderately knowledgeable,A Few Times a Month,A Few Times a Month,6348,Treatment1
3/22/2021 10:46,3/22/2021 10:49,IP Address,100,191,TRUE,3/22/2021 10:49,R_3p4HAdnrvBzRkKQ,3910,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/22/2021,North America,Neither Unlikely Nor Likely,Neither Unlikely Nor Likely,Agree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly Disagree,Strongly agree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly agree,No,Female,Asian,"$20,000 to $39,999",Lean LIberal,Far Too High,Moderately knowledgeable,Once a Week,A Few Times a Month,3910,Treatment1
3/22/2021 10:49,3/22/2021 10:52,IP Address,100,192,TRUE,3/22/2021 10:52,R_DenNrBKTqhbsX7z,6181,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/22/2021,North America,Very Likely,Likely,Agree,Disagree,Strongly agree,Unsure,Strongly agree,Disagree,Agree,Agree,Unsure,Agree,Disagree,Unsure,Unsure,Agree,Disagree,Strongly agree,Yes,Female,White,"$90,000 to $149,999",Very Liberal,Just About Right,Moderately knowledgeable,A Few Times a Month,Once a Week,6181,Treatment2
3/22/2021 11:27,3/22/2021 11:29,IP Address,100,126,TRUE,3/22/2021 11:29,R_1pmzpWj9Ei06pIn,6354,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/22/2021,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,6354,Treatment1
3/22/2021 11:42,3/22/2021 11:45,IP Address,100,207,TRUE,3/22/2021 11:45,R_3jdIxAFvacH7j9s,4927,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/22/2021,North America,Very Likely,Likely,Agree,Disagree,Strongly agree,Unsure,Strongly agree,Unsure,Strongly agree,Agree,Agree,Strongly agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Disagree,Strongly agree,Yes,Male,White,"$20,000 to $39,999",Lean LIberal,Slightly Too High,Moderately knowledgeable,Once a Week,A Few Times a Week,4927,Treatment2
3/22/2021 13:08,3/22/2021 13:25,IP Address,100,1061,TRUE,3/22/2021 13:25,R_1CKFEjHCvhRvsiZ,6359,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/22/2021,North America,Likely,Likely,Agree,Disagree,Agree,Disagree,Strongly agree,Strongly Disagree,Strongly agree,Agree,Strongly Disagree,Strongly agree,Disagree,Strongly agree,Strongly Disagree,Agree,Strongly Disagree,Strongly agree,No,Female,Asian,"$40,000 to $59,999",Liberal,Too High,Very knowledgeable,A Few Times a Week,Once a Week,6359,Treatment1
3/22/2021 13:43,3/22/2021 13:45,IP Address,100,165,TRUE,3/22/2021 13:45,R_2B4gyzogKf82EOJ,3288,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/22/2021,North America,Likely,Likely,Agree,Disagree,Agree,Unsure,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Yes,Female,White,"$150,000 or above",Centrist/Moderate,Slightly Too Liow,Very knowledgeable,A Few Times a Week,Once a Week,3288,Treatment2
3/22/2021 14:30,3/22/2021 14:34,IP Address,100,207,TRUE,3/22/2021 14:34,R_pmhXWWTsxnqixLr,6202,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/22/2021,North America,Likely,Likely,Disagree,Disagree,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Yes,Male,Latino or Hispanic,"Less than $20,000",Lean Conservative,Just About Right,Very knowledgeable,A Few Times a Week,A Few Times a Month,6202,Treatment1
3/22/2021 14:35,3/22/2021 14:38,IP Address,100,199,TRUE,3/22/2021 14:38,R_1j8QzbTXQFHpPJN,4908,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/22/2021,North America,Very Likely,Very Likely,Unsure,Unsure,Strongly agree,Unsure,Strongly agree,Disagree,Agree,Agree,Disagree,Strongly agree,Strongly Disagree,Agree,Disagree,Agree,Unsure,Strongly agree,Yes,Male,White,"$150,000 or above",Lean Conservative,Slightly Too High,Slightly knowledgeable,A Few Times a Month,A Few Times a Month,4908,Treatment2
3/22/2021 15:19,3/22/2021 15:23,IP Address,100,248,TRUE,3/22/2021 15:23,R_eYbPincXzJE2Jjj,3697,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/22/2021,North America,Very Likely,Likely,Agree,Disagree,Agree,Agree,Strongly agree,Disagree,Strongly agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly agree,Disagree,Agree,Disagree,Strongly agree,Yes,Female,White,"$150,000 or above",Lean LIberal,Slightly Too High,Moderately knowledgeable,Once a Week,A Few Times a Month,3697,Treatment2
3/22/2021 15:47,3/22/2021 15:50,IP Address,100,159,TRUE,3/22/2021 15:50,R_1eLfMx53E6JQud0,5258,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/22/2021,North America,Very Likely,Very Likely,Strongly agree,Agree,Agree,Unsure,Strongly agree,Disagree,Unsure,Agree,Disagree,Strongly agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly agree,Yes,Male,White,"$150,000 or above",Centrist/Moderate,Slightly Too Liow,Extremely knowledgeable,Once a Week,A Few Times a Week,5258,Treatment1
3/22/2021 16:28,3/22/2021 16:33,IP Address,100,328,TRUE,3/22/2021 16:33,R_bPnUDbSht6hPNpD,6208,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/22/2021,North America,Very Likely,Very Likely,Unsure,Unsure,Strongly agree,Disagree,Agree,Unsure,Strongly agree,Agree,Strongly Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly agree,Yes,Female,Latino or Hispanic,"Less than $20,000",Liberal,Too Low,Moderately knowledgeable,A Few Times a Week,A Few Times a Month,6208,Treatment2
3/22/2021 18:14,3/22/2021 18:19,IP Address,100,327,TRUE,3/22/2021 18:19,R_242W4YQHRx9gcrI,5621,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/22/2021,North America,Very Likely,Very Likely,Disagree,Strongly Disagree,Agree,Unsure,Strongly agree,Disagree,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Unsure,Disagree,Strongly agree,Unsure,Strongly agree,Yes,Male,White,"$20,000 to $39,999",Liberal,Slightly Too High,Moderately knowledgeable,A Few Times a Week,A Few Times a Month,5621,Treatment1
3/22/2021 19:10,3/22/2021 19:15,IP Address,100,329,TRUE,3/22/2021 19:15,R_3eqoFwEc0VvGmJq,6322,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/22/2021,North America,Very Likely,Very Likely,Disagree,Disagree,Agree,Strongly Disagree,Strongly agree,Agree,Strongly agree,Agree,Unsure,Agree,Strongly Disagree,Disagree,Disagree,Unsure,Unsure,Agree,Yes,Female,"Latino or Hispanic,White","$60,000 to $89,999",Liberal,Too High,Very knowledgeable,Once a Week,Daily,6322,Treatment2
3/22/2021 19:24,3/22/2021 19:29,IP Address,100,286,TRUE,3/22/2021 19:29,R_2Pdnk4ZIkZ1AjPk,6357,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/22/2021,North America,Very Likely,Very Likely,Unsure,Unsure,Agree,Unsure,Agree,Unsure,Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Unsure,Agree,Yes,Female,White,"$60,000 to $89,999",Liberal,Too High,Very knowledgeable,Once a Week,Once a Month,6357,Treatment1
3/22/2021 21:07,3/22/2021 21:11,IP Address,100,254,TRUE,3/22/2021 21:11,R_2DUE3fJuuJc2wPA,5218,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/22/2021,North America,Very Likely,Very Likely,Strongly agree,Disagree,Strongly agree,Disagree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Agree,Strongly Disagree,Agree,Strongly agree,Unsure,Disagree,Agree,Yes,Male,White,"$40,000 to $59,999",Liberal,Too High,Very knowledgeable,Once a Week,Once a Week,5218,Treatment1
